UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,190312230,01/31/2019,900 DEKALB AVE NE,602,Inman Park,N,33.75506,-84.35781,
LARCENY-FROM VEHICLE,190312233,01/31/2019,727 WYLIE ST SE,606,Cabbagetown,N,33.75204,-84.36355,
LARCENY-FROM VEHICLE,190311080,01/31/2019,2198 ESSEX AVE SW,409,Adams Park,R,33.71818,-84.46039,
LARCENY-FROM VEHICLE,190312327,01/31/2019,2997 CAMPBELLTON RD SW,409,Southwest,R,33.6962,-84.48681,
LARCENY-NON VEHICLE,190310487,01/31/2019,303 PEACHTREE STREET NE,509,Downtown,M,33.76265,-84.38648,
LARCENY-NON VEHICLE,190310919,01/31/2019,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876,
ROBBERY-PEDESTRIAN,190312026,01/31/2019,710 PEACHTREE ST NE @HOWELL HOUSE,505,Midtown,E,33.77407,-84.38526,
LARCENY-NON VEHICLE,190310560,01/31/2019,971 ESTES DR SW,306,Sylvan Hills,X,33.69879,-84.42076,
LARCENY-NON VEHICLE,190310637,01/31/2019,1111 W PACES FERRY RD NW,202,Kingswood,A,33.85216,-84.42186,
LARCENY-NON VEHICLE,190310798,01/31/2019,1153 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73858,-84.42535,
LARCENY-NON VEHICLE,190311034,01/31/2019,1740 LISBON DR SW,306,Sylvan Hills,X,33.70729,-84.41185,
LARCENY-NON VEHICLE,190311104,01/31/2019,3315 PEACHTREE RD,208,Peachtree Park,B,33.84642,-84.36815,
LARCENY-NON VEHICLE,190312125,01/31/2019,397 7TH ST NE,506,Midtown,E,33.7782,-84.37415,
AUTO THEFT,190310445,01/31/2019,507 BISHOP ST NW,207,Loring Heights,E,33.79231,-84.40486,
AUTO THEFT,190311086,01/31/2019,151 14TH ST NW,501,Home Park,E,33.7873,-84.39241,
AUTO THEFT,190311088,01/31/2019,205 16TH ST NW,501,Atlantic Station,E,33.79018,-84.39447,
AUTO THEFT,190311343,01/31/2019,658 LINDBERGH DR NE,211,Lindbergh/Morosgo,B,33.82071,-84.36524,
AUTO THEFT,190311394,01/31/2019,850 0AK ST SW,401,West End,T,33.74057,-84.4168,
AUTO THEFT,190311828,01/31/2019,12 HOPKINS ST SE,307,Lakewood Heights,Y,33.70602,-84.38194,
AUTO THEFT,190311883,01/31/2019,2050 SYLVAN RD SW,306,Sylvan Hills,X,33.69852,-84.41798,
AUTO THEFT,190312075,01/31/2019,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,
AUTO THEFT,190312337,01/31/2019,2268 POLAR ROCK PL SW,310,Polar Rock,Z,33.69238,-84.3939,
ROBBERY-RESIDENCE,190310320,01/31/2019,653 BOULEVARD,603,Old Fourth Ward,M,33.77244,-84.37129,
ROBBERY-PEDESTRIAN,190312274,01/31/2019,800 HUTCHENS RD,313,South River Gardens,Z,33.67102,-84.36187,
ROBBERY-COMMERCIAL,190311297,01/31/2019,2690 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70208,-84.47641,
AGG ASSAULT,190310550,01/31/2019,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7005,-84.46574,
AGG ASSAULT,190312093,01/31/2019,2226 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76073,-84.46049,
AGG ASSAULT,190311580,01/31/2019,1154 DOLPHIN DR SW,406,Cascade Avenue/Road,S,33.72386,-84.46143,
BURGLARY-RESIDENCE,190311095,01/31/2019,3338 DELMAR LN NW,111,Adamsville,H,33.75633,-84.49724,
BURGLARY-RESIDENCE,190311337,01/31/2019,282 ANDERSON AVE NW,108,Dixie Hills,J,33.76277,-84.45142,
BURGLARY-RESIDENCE,190311341,01/31/2019,1888 EMERY ST NW,205,Wildwood (NPU-C),C,33.80701,-84.41444,
BURGLARY-NONRES,190310232,01/31/2019,1241 MORELAND AVE SE @SUNSHINE PLAZA SC,607,Woodland Hills,W,33.72055,-84.35045,
BURGLARY-NONRES,190310775,01/31/2019,350 MEMORIAL DR SE,605,Grant Park,W,33.74714,-84.37608,
BURGLARY-RESIDENCE,190311619,01/31/2019,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81828,-84.36696,
BURGLARY-RESIDENCE,190301549,01/30/2019,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71449,-84.39138,
BURGLARY-RESIDENCE,190302157,01/30/2019,2959 FORREST HILLS DR SW,311,Hammond Park,X,33.67403,-84.3995,
BURGLARY-RESIDENCE,190301103,01/30/2019,878 AMSTERDAM AVE NE,213,Morningside/Lenox Park,F,33.78769,-84.35839,
BURGLARY-NONRES,190300651,01/30/2019,1800 JONESBORO RD SE,307,Lakewood Heights,Y,33.70484,-84.37767,
BURGLARY-NONRES,190301422,01/30/2019,605 OAKLAND AVE SE,605,Grant Park,W,33.73799,-84.37504,
AGG ASSAULT,190300226,01/30/2019,2788 FORREST HILLS DR SW,311,Hammond Park,X,33.67785,-84.3992,
BURGLARY-RESIDENCE,190300023,01/30/2019,3724 MAYS XING SW,407,Fairburn Mays,H,33.73354,-84.51234,
BURGLARY-RESIDENCE,190300313,01/30/2019,3028 GREENDALE DR NW,201,Westminster/Milmar,C,33.83788,-84.42642,
BURGLARY-RESIDENCE,190300331,01/30/2019,953 PEACHTREE BATTLE AVE NW,201,Brandon,C,33.8253,-84.41812,
BURGLARY-RESIDENCE,190300350,01/30/2019,3085 RHODENHAVEN DR NW,205,,C,33.83972,-84.41121,
BURGLARY-RESIDENCE,190300535,01/30/2019,3038 RHODENHAVEN DR NW,205,Castlewood,C,33.83808,-84.41149,
BURGLARY-RESIDENCE,190300612,01/30/2019,735 MONTANA RD NW,202,West Paces Ferry/Northside,A,33.84646,-84.41156,
BURGLARY-RESIDENCE,190300835,01/30/2019,1027 PARSONS ST SW,104,Ashview Heights,T,33.75127,-84.42168,
BURGLARY-RESIDENCE,190300845,01/30/2019,4196 SENTINEL POST RD NW,202,Whitewater Creek,A,33.86726,-84.43814,
BURGLARY-RESIDENCE,190300877,01/30/2019,3160 HUMPHRIES DR SE,312,Orchard Knob,Z,33.66855,-84.37734,
BURGLARY-RESIDENCE,190300915,01/30/2019,699 PAINES AVE NW,103,English Avenue,L,33.77384,-84.41423,
BURGLARY-RESIDENCE,190300978,01/30/2019,3322 PINESTREAM RD NW,202,West Paces Ferry/Northside,A,33.8459,-84.42274,
BURGLARY-RESIDENCE,190301344,01/30/2019,2803 HARRINGTON PL SW,406,,I,33.73578,-84.4798,
BURGLARY-RESIDENCE,190301428,01/30/2019,1925 MONROE DR NE,212,Piedmont Heights,F,33.80804,-84.37412,
BURGLARY-RESIDENCE,190301476,01/30/2019,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506,
AGG ASSAULT,190300841,01/30/2019,1460 VENETIAN DR SW,408,Venetian Hills,S,33.71437,-84.43635,
ROBBERY-PEDESTRIAN,190300297,01/30/2019,428 PONCE DE LEON AVE NE,506,Midtown,E,33.77333,-84.37336,
ROBBERY-PEDESTRIAN,190301839,01/30/2019,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70222,-84.45276,
ROBBERY-PEDESTRIAN,190301468,01/30/2019,2176 VESTA AVE NW,108,Dixie Hills,J,33.76114,-84.45422,
AUTO THEFT,190300110,01/30/2019,330 TRENHOLM ST SW,507,Castleberry Hill,M,33.74579,-84.40387,
AUTO THEFT,190300307,01/30/2019,2565 BUTNER RD SW      ,413,Butner/Tell,P,33.68492,-84.53187,
AUTO THEFT,190300363,01/30/2019,1111 OSBORNE ST SW,306,Sylvan Hills,X,33.70457,-84.42452,
AUTO THEFT,190300423,01/30/2019,969 MARIETTA ST NW,504,Dixie Hills,J,33.75568,-84.46516,
AUTO THEFT,190300446,01/30/2019,1111 OSBORNE ST SW,306,Sylvan Hills,X,33.70457,-84.42452,
AUTO THEFT,190300457,01/30/2019,13 PARK AVE SE,305,South Atlanta,Y,33.71255,-84.38316,
AUTO THEFT,190300657,01/30/2019,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204,
AUTO THEFT,190300704,01/30/2019,479 JOSEPH E BOONE BLVD NW @GWCC EXXON,103,English Avenue,L,33.7638,-84.40349,
AUTO THEFT,190301769,01/30/2019,1738 MACARTHUR BLVD NW,203,Bolton,D,33.81326,-84.4448,
LARCENY-NON VEHICLE,190300581,01/30/2019,832 MILDRED PL NW,109,Grove Park,J,33.77819,-84.4566,
LARCENY-NON VEHICLE,190301291,01/30/2019,226 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.7477,-84.35045,
LARCENY-NON VEHICLE,190301437,01/30/2019,1424 W PACES FERRY RD NW ,201,Paces,A,33.84628,-84.4343,
LARCENY-FROM VEHICLE,190300974,01/30/2019,1059 OGLETHORPE AVE SW,401,West End,T,33.73588,-84.42236,
LARCENY-NON VEHICLE,190300754,01/30/2019,548 MELDRUM ST NW,103,English Avenue,L,33.76906,-84.40534,
LARCENY-NON VEHICLE,190301051,01/30/2019,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442,
LARCENY-NON VEHICLE,190301109,01/30/2019,525 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76819,-84.36763,
LARCENY-FROM VEHICLE,190300054,01/30/2019,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051,
LARCENY-FROM VEHICLE,190300320,01/30/2019,1829 CUMMINGS DR SW,408,Venetian Hills,S,33.71745,-84.44767,
LARCENY-FROM VEHICLE,190300337,01/30/2019,1138 DELAWARE AVE SE,607,Ormewood Park,W,33.7321,-84.35047,
LARCENY-FROM VEHICLE,190300479,01/30/2019,2510 BOHLER RD NW,201,Wesley Battle,C,33.8229,-84.42974,
LARCENY-FROM VEHICLE,190300499,01/30/2019,685 MONTEVISTA ST SW,404,Westwood Terrace,I,33.73644,-84.45191,
LARCENY-FROM VEHICLE,190300500,01/30/2019,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74803,-84.37875,
LARCENY-FROM VEHICLE,190300523,01/30/2019,1616 PIEDMONT AVE NE @ANSLEY FOREST APT,213,Piedmont Heights,F,33.79958,-84.36811,
LARCENY-FROM VEHICLE,190300656,01/30/2019,634 WHITEHALL ST SW,303,Adair Park,V,33.74179,-84.40844,
LARCENY-FROM VEHICLE,190300669,01/30/2019,3450 ROXBORO RD NE,210,Buckhead Heights,B,33.84898,-84.35426,
LARCENY-FROM VEHICLE,190300744,01/30/2019,210 PEACHTREE ST NW @WESTIN HOTEL,508,Downtown,M,33.75943,-84.38837,
LARCENY-FROM VEHICLE,190300800,01/30/2019,3180 RILMAN RD NW,202,West Paces Ferry/Northside,A,33.84175,-84.42051,
LARCENY-FROM VEHICLE,190300807,01/30/2019,1972 HANDLEY AVE SW,404,Westwood Terrace,I,33.73471,-84.45265,
LARCENY-FROM VEHICLE,190300879,01/30/2019,224 PONCE DE LEON AVE NE,505,Midtown,E,33.77283,-84.37989,
LARCENY-FROM VEHICLE,190301118,01/30/2019,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256,
LARCENY-FROM VEHICLE,190301361,01/30/2019,1071 PIEDMONT AVE NE,502,Midtown,E,33.78385,-84.37868,
LARCENY-FROM VEHICLE,190301430,01/30/2019,1642 MCLENDON AVE NE,608,Candler Park,N,33.7651,-84.33365,
LARCENY-FROM VEHICLE,190301594,01/30/2019,1587 HOWELL MILL RD NW,207,Berkeley Park,D,33.79835,-84.41575,
LARCENY-FROM VEHICLE,190301673,01/30/2019,1950 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80838,-84.41356,
LARCENY-FROM VEHICLE,190301691,01/30/2019,1193 COLLIER RD NW,204,,C,33.81172,-84.4245,
LARCENY-FROM VEHICLE,190301841,01/30/2019,14TH ST NW / STATE ST NW,501,Home Park,E,33.78619,-84.39874,
LARCENY-FROM VEHICLE,190301892,01/30/2019,923 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77991,-84.36354,
LARCENY-FROM VEHICLE,190301902,01/30/2019,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467,
LARCENY-FROM VEHICLE,190301979,01/30/2019,300 N HIGHLAND AVE NE,602,Inman Park,N,33.76284,-84.35859,
LARCENY-FROM VEHICLE,190302046,01/30/2019,570 SPRING ST NW,509,Downtown,M,33.77028,-84.38939,
LARCENY-FROM VEHICLE,190302057,01/30/2019,630 TRAVIS ST NW,103,English Avenue,L,33.77159,-84.40876,
LARCENY-FROM VEHICLE,190302063,01/30/2019,1378 WESLEY OAKS CT NW,201,Margaret Mitchell,A,33.83248,-84.43331,
LARCENY-FROM VEHICLE,190291689,01/30/2019,2400 CAMPBELLTON RD SW              ,410,Campbellton Road,R,33.70382,-84.46637,
LARCENY-NON VEHICLE,190300851,01/30/2019,2525 PIEDMONT RD,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,190300957,01/30/2019,950 W PEACHTREE ST NW,503,Midtown,E,33.78014,-84.38747,
LARCENY-NON VEHICLE,190301417,01/30/2019,2107 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69691,-84.40858,
LARCENY-NON VEHICLE,190301661,01/30/2019,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467,
LARCENY-NON VEHICLE,190290617,01/29/2019,3721 CAMPBELLTON RD SW @BEN HILL PLAZA SC,412,Ben Hill Acres,P,33.69136,-84.51037,
LARCENY-NON VEHICLE,190290618,01/29/2019,1193 LEE ST SW,403,Oakland City,S,33.72261,-84.42302,
LARCENY-NON VEHICLE,190290791,01/29/2019,520 BOULEVARD SE,605,Grant Park,W,33.7407,-84.36764,
LARCENY-NON VEHICLE,190290988,01/29/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-FROM VEHICLE,190291836,01/29/2019,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981,
LARCENY-FROM VEHICLE,190291922,01/29/2019,655 CLEVELAND AVE SW,309,Perkerson,X,33.6824,-84.41029,
LARCENY-FROM VEHICLE,190290079,01/29/2019,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277,
LARCENY-FROM VEHICLE,190290354,01/29/2019,1993 BENT CREEK WAY SW,410,Campbellton Road,R,33.70084,-84.46568,
LARCENY-FROM VEHICLE,190290374,01/29/2019,3178 PARC CT SW,409,Southwest,R,33.69962,-84.49582,
LARCENY-FROM VEHICLE,190290437,01/29/2019,3378 GREENBRIAR PARKWAY SW,413,,P,33.68387,-84.50204,
LARCENY-FROM VEHICLE,190290509,01/29/2019,335 TARRAGON WAY SW,407,Wilson Mill Meadows,H,33.75346,-84.51634,
LARCENY-FROM VEHICLE,190290599,01/29/2019,275 MEMORIAL DR SE,605,Grant Park,W,33.74676,-84.37856,
LARCENY-FROM VEHICLE,190290809,01/29/2019,709 PERSHING AVE SE,607,Boulevard Heights,W,33.72174,-84.3648,
LARCENY-FROM VEHICLE,190290975,01/29/2019,1090 N VIRGINIA AVE NE,601,Virginia Highland,F,33.78445,-84.34973,
LARCENY-FROM VEHICLE,190291176,01/29/2019,1959 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.7008,-84.41018,
LARCENY-FROM VEHICLE,190291511,01/29/2019,2371 HOSEA L WILLIAMS DR SE,611,East Lake,O,33.75089,-84.30937,
LARCENY-FROM VEHICLE,190290370,01/29/2019,585 MCDANIEL ST SW,303,Mechanicsville,V,33.73896,-84.40206,
LARCENY-FROM VEHICLE,190291042,01/29/2019,2302 BAYWOOD DR SE,310,Swallow Circle/Baywood,Z,33.69236,-84.38705,
LARCENY-FROM VEHICLE,190291142,01/29/2019,1461 NORTH AVE NW ,107,Grove Park,J,33.7682,-84.43536,
LARCENY-NON VEHICLE,190290614,01/29/2019,240 AMAL DR SW,307,Betmar LaVilla,Y,33.70616,-84.3953,
LARCENY-NON VEHICLE,190291589,01/29/2019,1020 LENOX PARK BLVD NE @POST GARDENS,210,Pine Hills,B,33.84956,-84.35045,
LARCENY-NON VEHICLE,190291623,01/29/2019,1820 PEACHTREE RD NW,207,Ardmore,E,33.80499,-84.39381,
LARCENY-NON VEHICLE,190290581,01/29/2019,245 AMAL DR SW,307,Betmar LaVilla,Y,33.70612,-84.39573,
LARCENY-NON VEHICLE,190291889,01/29/2019,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
AUTO THEFT,190290317,01/29/2019,340 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70596,-84.35669,
AUTO THEFT,190290508,01/29/2019,921 EMERSON AVE SE,607,Ormewood Park,W,33.7328,-84.35723,
AUTO THEFT,190290562,01/29/2019,27 MONTGOMERY ST NE,609,Edgewood,O,33.75431,-84.33946,
AUTO THEFT,190290572,01/29/2019,1941 WELLS DR SW,410,Campbellton Road,R,33.70226,-84.46939,
AUTO THEFT,190290694,01/29/2019,75 5TH ST NW,505,Midtown,E,33.77694,-84.38963,
AUTO THEFT,190290968,01/29/2019,440 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70606,-84.35892,
AUTO THEFT,190291047,01/29/2019,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876,
AUTO THEFT,190291115,01/29/2019,3535 PEACHTREE RD NE,210,Lenox,B,33.85272,-84.36021,
AUTO THEFT,190291845,01/29/2019,3800 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65635,-84.51327,
AUTO THEFT,190290904,01/29/2019,3535 PEACHTREE RD NE,210,Lenox,B,33.85272,-84.36021,
AUTO THEFT,190291064,01/29/2019,1362 METROPOLITAN AVE SE,612,East Atlanta,W,33.74278,-84.34308,
ROBBERY-PEDESTRIAN,190290050,01/29/2019,1294 DONNELLY AVE SW,402,West End,T,33.73453,-84.43003,
ROBBERY-PEDESTRIAN,190290075,01/29/2019,860 JUNIPER ST NE,505,Midtown,E,33.77898,-84.38717,
ROBBERY-PEDESTRIAN,190290076,01/29/2019,2453 CORONET WAY NW,201,,C,33.82117,-84.44793,
ROBBERY-COMMERCIAL,190291820,01/29/2019,4472 CAMPBELLTON RD SW,413,Elmco Estates,P,33.69572,-84.53464,
BURGLARY-NONRES,190290397,01/29/2019,2860 CAMPBELLTON RD SW,410,Campbellton Road,R,33.69842,-84.4821,
BURGLARY-NONRES,190290918,01/29/2019,1328 OAK ST SW,401,West End,T,33.74034,-84.43128,
BURGLARY-RESIDENCE,190290056,01/29/2019,2844 OLDKNOW DR NW,112,Collier Heights,I,33.77154,-84.48083,
BURGLARY-RESIDENCE,190290106,01/29/2019,1631 STANTON RD SW,408,,R,33.71076,-84.4438,
BURGLARY-RESIDENCE,190290341,01/29/2019,1638 WESTHAVEN DR SW,404,Cascade Avenue/Road,S,33.73247,-84.44088,
BURGLARY-RESIDENCE,190290643,01/29/2019,1122 CARNES PL SW,306,Sylvan Hills,X,33.71338,-84.42469,
BURGLARY-RESIDENCE,190290700,01/29/2019,3645 HABERSHAM RD NE,208,Buckhead Forest,B,33.8532,-84.38252,
BURGLARY-RESIDENCE,190290759,01/29/2019,1027 DOVERS ALY SW,402,Bush Mountain,S,33.72704,-84.43073,
BURGLARY-RESIDENCE,190291269,01/29/2019,525 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76819,-84.36763,
BURGLARY-NONRES,190290156,01/29/2019,800 PEACHTREE ST NE,505,Midtown,E,33.77655,-84.38478,
BURGLARY-NONRES,190290702,01/29/2019,390 17TH ST NW,501,Atlantic Station,E,33.7902,-84.4003,
BURGLARY-RESIDENCE,190290553,01/29/2019,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528,
BURGLARY-RESIDENCE,190291833,01/29/2019,1935 AKRON DR SE,308,Thomasville Heights,Z,33.70123,-84.35282,
BURGLARY-RESIDENCE,190280990,01/28/2019,1447 BEECHER ST SW,402,West End,T,33.73359,-84.43506,
BURGLARY-RESIDENCE,190281622,01/28/2019,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
BURGLARY-NONRES,190280134,01/28/2019,330 LYNHURST DR SW,406,Ivan Hill,I,33.74736,-84.48866,
BURGLARY-NONRES,190280434,01/28/2019,2484 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75188,-84.46899,
ROBBERY-PEDESTRIAN,190281793,01/28/2019,1297 JONESBORO RD SE,305,South Atlanta,Y,33.71904,-84.38515,
ROBBERY-PEDESTRIAN,190282154,01/28/2019,1010 GUN CLUB ,110,Almond Park,G,33.78361,-84.45709,
ROBBERY-PEDESTRIAN,190281181,01/28/2019,41 IRBY AVE NW,206,South Tuxedo Park,B,33.84152,-84.38026,
AGG ASSAULT,190281579,01/28/2019,868 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76319,-84.41612,
AGG ASSAULT,190281838,01/28/2019,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
AGG ASSAULT,190281850,01/28/2019,276 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.76236,-84.41773,
BURGLARY-RESIDENCE,190281648,01/28/2019,1993 BENT CREEK WAY SW,410,Campbellton Road,R,33.70084,-84.46568,
BURGLARY-RESIDENCE,190281668,01/28/2019,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
BURGLARY-RESIDENCE,190282054,01/28/2019,3232 VERDANT DR SW,411,Greenbriar,R,33.68374,-84.4964,
BURGLARY-RESIDENCE,190282354,01/28/2019,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.73454,-84.51059,
BURGLARY-RESIDENCE,190220986,01/28/2019,348 ARD PL NW,111,Adamsville,H,33.7648,-84.50242,
AGG ASSAULT,190281457,01/28/2019,405 LAWTON ST SW,104,West End,T,33.74398,-84.42355,
AGG ASSAULT,190281804,01/28/2019,1295 DONNELLY AVE SW,402,West End,T,33.73487,-84.42975,
AUTO THEFT,190280450,01/28/2019,1360 LA FRANCE ST NE,609,Edgewood,O,33.76048,-84.34324,
AUTO THEFT,190280645,01/28/2019,2612 STEELE AVE,310,Browns Mill Park,Z,33.68202,-84.39607,
AUTO THEFT,190281169,01/28/2019,57 CRUMLEY ST SE,304,Summerhill,V,33.73929,-84.3858,
AUTO THEFT,190281285,01/28/2019,1870 SANDTOWN RD SW,408,Venetian Hills,S,33.71836,-84.44909,
AUTO THEFT,190281424,01/28/2019,868 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76319,-84.41612,
AUTO THEFT,190282190,01/28/2019,605 SPENCER ST NW,102,Vine City,L,33.76054,-84.4071,
LARCENY-NON VEHICLE,190280561,01/28/2019,2265 MARIETTA BLVD NW,201,,C,33.81921,-84.44914,
LARCENY-NON VEHICLE,190281322,01/28/2019,141 ELYSIAN WAY NW,204,Cross Creek,C,33.82219,-84.42405,
LARCENY-NON VEHICLE,190280489,01/28/2019,719 ALTA PL NW,107,Grove Park,J,33.77463,-84.45535,
LARCENY-FROM VEHICLE,190242305,01/28/2019,939 PONCE DE LEON AVE NE,601,Poncey-Highland,N,33.77351,-84.35663,
LARCENY-FROM VEHICLE,190280066,01/28/2019,3560 PIEDMONT RD NE,208,Buckhead Forest,B,33.8512,-84.37949,
LARCENY-FROM VEHICLE,190280146,01/28/2019,3240 VERDANT DR SW,411,Greenbriar,R,33.68273,-84.49595,
LARCENY-FROM VEHICLE,190280170,01/28/2019,2986 CAMPBELLTON RD SW,409,Southwest,R,33.69655,-84.48597,
LARCENY-FROM VEHICLE,190280183,01/28/2019,2334 SANDSPRING DR SW,412,Sandlewood Estates,P,33.70261,-84.54035,
LARCENY-FROM VEHICLE,190280379,01/28/2019,2090 JONESBORO RD SE,308,Norwood Manor,Z,33.69773,-84.36999,
LARCENY-FROM VEHICLE,190280428,01/28/2019,1455 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79579,-84.42575,
LARCENY-FROM VEHICLE,190280493,01/28/2019,415 ARMOUR DR NE,212,,F,33.81267,-84.37412,
