UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
ROBBERY-PEDESTRIAN,191810574,06/30/2019,2975 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67393,-84.40888,
LARCENY-NON VEHICLE,191810882,06/30/2019,35 MOURY AVE SE,305,South Atlanta,Y,33.71303,-84.38462,
AUTO THEFT,191810206,06/30/2019,794 JUNIPER ST NE,505,Midtown,E,33.7762,-84.38319,
AUTO THEFT,191810360,06/30/2019,3365 PIEDMONT RD NE,208,North Buckhead,B,33.84687,-84.37284,
AUTO THEFT,191811113,06/30/2019,188 MURRAY HILL AVE NE,610,Kirkwood,O,33.75783,-84.31624,
AUTO THEFT,191811349,06/30/2019,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,
AUTO THEFT,191811375,06/30/2019,1145 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73907,-84.42552,
ROBBERY-PEDESTRIAN,191811823,06/30/2019,1405 BRIDGES AVE SW,402,Bush Mountain,S,33.72676,-84.43377,
AGG ASSAULT,191810624,06/30/2019,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,
AGG ASSAULT,191811846,06/30/2019,1060 OAKLAND DR SW,403,Oakland City,S,33.72616,-84.42678,
AGG ASSAULT,191811056,06/30/2019,1888 EMERY ST NW,205,Wildwood (NPU-C),C,33.80701,-84.41444,
AGG ASSAULT,191811999,06/30/2019,999 PEACHTREE ST NE,503,Midtown,E,33.78171,-84.38401,
AGG ASSAULT,191812130,06/30/2019,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65777,-84.50877,
AGG ASSAULT,191810061,06/30/2019,3815 MLK JR DR,114,Old Gordon,H,33.76918,-84.51471,
AGG ASSAULT,191811117,06/30/2019,1300 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76204,-84.43066,
AGG ASSAULT,191810041,06/30/2019,1380 RICHLAND RD SW,402,Oakland City,S,33.73063,-84.43285,
AGG ASSAULT,191810224,06/30/2019,4 WADLEY ST NW,108,Dixie Hills,J,33.75251,-84.45832,
AGG ASSAULT,191811116,06/30/2019,3787 MARTIN L KING JR DR NW,114,Old Gordon,H,33.76733,-84.51217,
BURGLARY-RESIDENCE,191810766,06/30/2019,1321 BRIDGES AVE SW,402,Bush Mountain,S,33.72673,-84.43106,
BURGLARY-RESIDENCE,191811010,06/30/2019,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.7778,-84.40865,
BURGLARY-RESIDENCE,191811305,06/30/2019,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,
BURGLARY-RESIDENCE,191811367,06/30/2019,1080 CURRAN ST NW,501,Home Park,E,33.78424,-84.40625,
BURGLARY-RESIDENCE,191811834,06/30/2019,1040 HUFF RD NW,103,Blandtown,D,33.78949,-84.42125,
BURGLARY-RESIDENCE,191810159,06/30/2019,3804 PEACHTREE PARK DR NE,207,,E,33.81366,-84.38971,
BURGLARY-RESIDENCE,191811098,06/30/2019,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75274,-84.40069,
BURGLARY-RESIDENCE,191800006,06/29/2019,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
BURGLARY-RESIDENCE,191802164,06/29/2019,216 SEMEL DR NW,207,Brookwood,E,33.80255,-84.40017,
BURGLARY-NONRES,191800461,06/29/2019,2090 JONESBORO RD SE,308,Norwood Manor,Z,33.69773,-84.36999,
BURGLARY-NONRES,191800679,06/29/2019,1755 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70632,-84.38043,
BURGLARY-NONRES,191800976,06/29/2019,500 10TH ST NE @BELTLINE BUSINESS,502,,E,33.78223,-84.36922,
BURGLARY-RESIDENCE,191801083,06/29/2019,1738 HOSEA L WILLIAMS DR NE,609,Kirkwood,O,33.75362,-84.3307,
BURGLARY-RESIDENCE,191802135,06/29/2019,1854 EVANS DR SW,306,Sylvan Hills,X,33.70345,-84.42205,
BURGLARY-NONRES,191800481,06/29/2019,2265 CAMPBELLTON RD SW,409,Adams Park,R,33.70511,-84.46285,
AGG ASSAULT,191801583,06/29/2019,1620 HOLLYWOOD RD NW @HOLLY RIDGE APTS,113,Scotts Crossing,G,33.79939,-84.47179,
AGG ASSAULT,191801937,06/29/2019,60 PASCHAL BLVD NW,102,Vine City,L,33.75783,-84.41419,
AGG ASSAULT,191802219,06/29/2019,1248 GREENWICH ST SW,401,West End,T,33.74377,-84.42835,
AGG ASSAULT,191802381,06/29/2019,2049 CHICAGO AVE NW,107,Grove Park,J,33.76481,-84.45461,
AGG ASSAULT,191800092,06/29/2019,1590 BREWER BLVD,306,Sylvan Hills,X,33.71146,-84.41663,
AGG ASSAULT,191800104,06/29/2019,654 HOLDERNESS ST SW,402,West End,T,33.73731,-84.42751,
AGG ASSAULT,191801484,06/29/2019,2760 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68814,-84.48914,
ROBBERY-PEDESTRIAN,191800673,06/29/2019,115 PEACHTREE MEMORIAL DR NW,205,,C,33.81671,-84.39535,
ROBBERY-PEDESTRIAN,191800607,06/29/2019,ARGONNE AVE NE / PONCE DE LEON AVE NE,505,Old Fourth Ward,M,33.77255,-84.3777,
AUTO THEFT,191801607,06/29/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.82559,-84.36381,
AUTO THEFT,191800271,06/29/2019,594 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.7693,-84.36773,
AUTO THEFT,191800376,06/29/2019,275 HUNNICUTT ST NW,504,Downtown,M,33.7668,-84.3955,
AUTO THEFT,191800578,06/29/2019,2790 ALEXANDRIA DR SW,414,Deerwood,P,33.67916,-84.51191,
AUTO THEFT,191801010,06/29/2019,1976 RUTH ST NW,110,Grove Park,J,33.78501,-84.45267,
AUTO THEFT,191801150,06/29/2019,2448 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82169,-84.35201,
AUTO THEFT,191801341,06/29/2019,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528,
LARCENY-NON VEHICLE,191800335,06/29/2019,227 FIELDING LN SW,406,Peyton Forest,I,33.74753,-84.4813,
LARCENY-NON VEHICLE,191800867,06/29/2019,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,
LARCENY-NON VEHICLE,191800914,06/29/2019,1615 VAN VLECK AVE SE,612,East Atlanta,W,33.73597,-84.33491,
LARCENY-NON VEHICLE,191800934,06/29/2019,1327 GRAYMONT DR SW,403,Venetian Hills,S,33.71844,-84.43679,
LARCENY-NON VEHICLE,191801407,06/29/2019,1128 METROPOLITAN PKWY SW,302,Pittsburgh,V,33.72415,-84.40764,
LARCENY-NON VEHICLE,191801950,06/29/2019,1541 MCPHERSON AVE,612,East Atlanta,W,33.74386,-84.33719,
LARCENY-NON VEHICLE,191800397,06/29/2019,1112 MECASLIN ST NW,501,Home Park,E,33.78516,-84.39998,
LARCENY-NON VEHICLE,191800635,06/29/2019,687 LILLIAN AVE SW,301,Adair Park,V,33.73132,-84.41033,
LARCENY-NON VEHICLE,191800853,06/29/2019,1150 ALLENE AVE SW,301,Oakland City,S,33.72337,-84.41311,
LARCENY-NON VEHICLE,191801075,06/29/2019,2796 WATERS RD SW,312,Glenrose Heights,Z,33.67863,-84.39061,
LARCENY-NON VEHICLE,191801371,06/29/2019,1695 PRYOR RD SW,307,Betmar LaVilla,Y,33.70894,-84.39374,
LARCENY-NON VEHICLE,191801385,06/29/2019,255 COURTLAND ST NE,509,Downtown,M,33.76139,-84.38406,
LARCENY-FROM VEHICLE,191800781,06/29/2019,179 AUBURN AVE NE,510,Downtown,M,33.75539,-84.38185,
LARCENY-NON VEHICLE,191801513,06/29/2019,675 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.7729,-84.35241,
LARCENY-NON VEHICLE,191800451,06/29/2019,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465,
LARCENY-NON VEHICLE,191800488,06/29/2019,2610 METROPOLITAN PKWY SW,309,Perkerson,X,33.68333,-84.40734,
LARCENY-NON VEHICLE,191801550,06/29/2019,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282,
LARCENY-FROM VEHICLE,191800169,06/29/2019,3226 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68588,-84.49561,
LARCENY-FROM VEHICLE,191800265,06/29/2019,1874 PIEDMONT AVE NE,212,Piedmont Heights,F,33.80798,-84.36769,
LARCENY-FROM VEHICLE,191800354,06/29/2019,1100 PEACHTREE ST NE,503,Midtown,E,33.78492,-84.38362,
LARCENY-FROM VEHICLE,191800543,06/29/2019,3493 MARK PLACE NW,114,Fairburn Heights,H,33.77422,-84.50173,
LARCENY-FROM VEHICLE,191800692,06/29/2019,370 OAKLAND PARK SE,605,Grant Park,W,33.74435,-84.37566,
LARCENY-FROM VEHICLE,191800794,06/29/2019,2477 METROPOLITAN PKWY SW,309,Perkerson,X,33.68711,-84.40862,
LARCENY-FROM VEHICLE,191800799,06/29/2019,1526 ATHENS AVE SW,301,Capitol View,X,33.71354,-84.40867,
LARCENY-FROM VEHICLE,191800821,06/29/2019,300 TED TURNER DR NW @DAYS INN HOTEL,508,Downtown,M,33.76263,-84.38962,
LARCENY-FROM VEHICLE,191801002,06/29/2019,28 DANIEL ST SE,604,Old Fourth Ward,M,33.7535,-84.37066,
LARCENY-FROM VEHICLE,191801076,06/29/2019,1020 WASHITA AVE NE,602,Inman Park,N,33.76479,-84.35424,
LARCENY-FROM VEHICLE,191801445,06/29/2019,67 JAMES P BRAWLEY DR NW,102,Vine City,L,33.75617,-84.41264,
LARCENY-FROM VEHICLE,191801759,06/29/2019,PINE TREE DR NE / BRENTWOOD DR NE,206,Garden Hills,B,33.82968,-84.37763,
LARCENY-FROM VEHICLE,191801810,06/29/2019,226 COURTLAND ST NE,509,Downtown,M,33.76051,-84.38429,
LARCENY-FROM VEHICLE,191801945,06/29/2019,1888 PEACHTREE RD NW,207,Ardmore,E,33.80648,-84.39432,
LARCENY-FROM VEHICLE,191801970,06/29/2019,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,
LARCENY-FROM VEHICLE,191802261,06/29/2019,443 CHAPEL ST SW,507,Castleberry Hill,M,33.75202,-84.40228,
LARCENY-FROM VEHICLE,191802303,06/29/2019,1176 CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.80058,-84.42561,
LARCENY-FROM VEHICLE,191802317,06/29/2019,602 N HIGHLAND AVE NE @MANUELS,602,Poncey-Highland,N,33.77082,-84.35274,
LARCENY-FROM VEHICLE,191802337,06/29/2019,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849,
LARCENY-FROM VEHICLE,191802371,06/29/2019,263 WALKER ST,507,Castleberry Hill,M,33.74745,-84.40311,
LARCENY-FROM VEHICLE,191790002,06/28/2019,WOOD ST SE / MEMORIAL DR SE,605,Grant Park,W,33.74651,-84.37242,
LARCENY-FROM VEHICLE,191790131,06/28/2019,178 PRYOR ST SW,512,Downtown,M,33.74979,-84.3921,
LARCENY-FROM VEHICLE,191790325,06/28/2019,300 TED TURNER DR NW,508,Downtown,M,33.76263,-84.38962,
LARCENY-FROM VEHICLE,191790327,06/28/2019,122 4TH ST NE,505,Midtown,E,33.77489,-84.38284,
LARCENY-FROM VEHICLE,191790629,06/28/2019,1080 W PEACHTREE ST NW,503,Midtown,E,33.7847,-84.38817,
LARCENY-FROM VEHICLE,191790693,06/28/2019,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.82278,-84.3701,
LARCENY-FROM VEHICLE,191790743,06/28/2019,1492 HOWELL MILL RD NW,207,Berkeley Park,D,33.79553,-84.41586,
LARCENY-FROM VEHICLE,191790772,06/28/2019,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659,
LARCENY-FROM VEHICLE,191790789,06/28/2019,483 N HIGHLAND AVE NE,602,Inman Park,N,33.76719,-84.3527,
LARCENY-FROM VEHICLE,191790988,06/28/2019,1895 PLAZA LN SW,410,Campbellton Road,R,33.70316,-84.45279,
LARCENY-FROM VEHICLE,191791004,06/28/2019,304 LISA CT SW,405,Chalet Woods,I,33.74713,-84.47455,
LARCENY-FROM VEHICLE,191791209,06/28/2019,1138 PEACHTREE ST NE,503,Midtown,E,33.78559,-84.38365,
LARCENY-FROM VEHICLE,191791222,06/28/2019,1198 LANIER BLVD NE,601,Virginia Highland,F,33.78744,-84.35017,
LARCENY-FROM VEHICLE,191791283,06/28/2019,1461 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71369,-84.35008,
LARCENY-FROM VEHICLE,191791356,06/28/2019,1890 MARIETTA BLVD NW,103,Hills Park,D,33.80685,-84.43826,
LARCENY-FROM VEHICLE,191791734,06/28/2019,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-FROM VEHICLE,191791942,06/28/2019,232 FORSYTH ST SW ,512,Downtown,M,33.74852,-84.39636,
LARCENY-NON VEHICLE,191790753,06/28/2019,1938 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70131,-84.40797,
LARCENY-NON VEHICLE,191791031,06/28/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191791234,06/28/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,191792047,06/28/2019,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-NON VEHICLE,191792365,06/28/2019,245 MEMORIAL DR SE,605,Grant Park,W,33.74677,-84.37969,
LARCENY-FROM VEHICLE,191782458,06/28/2019,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469,
LARCENY-NON VEHICLE,191791555,06/28/2019,133 PEACHTREE ST NE @GA PACIFIC BUILDING,510,Downtown,M,33.75757,-84.3867,
LARCENY-NON VEHICLE,191791902,06/28/2019,400 PHARR RD NE,206,Buckhead Village,B,33.8371,-84.3747,
LARCENY-NON VEHICLE,191792165,06/28/2019,2555 BOLTON RD NW @ZONE 2 MINI PRECINCT,201,,C,33.82028,-84.45188,
LARCENY-NON VEHICLE,191790246,06/28/2019,2025 BOLTON RD,103,Riverside,D,33.81084,-84.47645,
LARCENY-NON VEHICLE,191790870,06/28/2019,483 MORELAND AVE NE,608,Candler Park,N,33.76753,-84.34875,
LARCENY-NON VEHICLE,191790973,06/28/2019,1968 PEACHTREE RD NW,207,,E,33.80881,-84.3951,
LARCENY-NON VEHICLE,191791038,06/28/2019,3051 DELMAR LN NW,111,,I,33.75578,-84.48699,
LARCENY-NON VEHICLE,191790818,06/28/2019,779 GRANT TER SE,304,Summerhill,V,33.73329,-84.38009,
LARCENY-NON VEHICLE,191792264,06/28/2019,1380 PIEDMONT AVE NE,502,Ansley Park,E,33.79241,-84.37394,
ROBBERY-PEDESTRIAN,191792413,06/28/2019,445 MARKHAM ST SW,507,Castleberry Hill,M,33.75274,-84.40069,
AUTO THEFT,191790227,06/28/2019,1100 PEACHTREE ST NE,503,Midtown,E,33.78492,-84.38362,
AUTO THEFT,191790725,06/28/2019,1401 GRAYMONT DR SW,403,Venetian Hills,S,33.71596,-84.43682,
AUTO THEFT,191791277,06/28/2019,215 LAKEWOOD WAY SW @Multiple,307,Lakewood Heights,Y,33.70026,-84.3942,
AUTO THEFT,191791577,06/28/2019,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
AUTO THEFT,191792088,06/28/2019,1502 WESTWOOD AVE SW,404,Westview,T,33.73801,-84.43696,
AUTO THEFT,191792141,06/28/2019,1106 CRESCENT AVE NE,503,Midtown,E,33.785,-84.3845,
AUTO THEFT,191792195,06/28/2019,3202 NOBLE CREEK DR NW,204,Cross Creek,C,33.81573,-84.42605,
AUTO THEFT,191792208,06/28/2019,3167 PEACHTREE RD NE,206,Buckhead Village,B,33.84031,-84.37588,
AUTO THEFT,191792582,06/28/2019,357 AUBURN POINTE DR SE,604,Sweet Auburn,M,33.75115,-84.3772,
ROBBERY-PEDESTRIAN,191790339,06/28/2019,2021 MARTIN L KING JR DR NW,108,,I,33.75035,-84.45218,
ROBBERY-PEDESTRIAN,191791538,06/28/2019,1306 PARK AVE SE,305,Chosewood Park,Y,33.71899,-84.37047,
ROBBERY-COMMERCIAL,191791190,06/28/2019,1308 MORELAND AVE SE,607,,,33.71512,-84.3494,
ROBBERY-RESIDENCE,191791642,06/28/2019,2602 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68347,-84.39369,
AGG ASSAULT,191792282,06/28/2019,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637,
AGG ASSAULT,191792482,06/28/2019,718 IRA ST SW,303,Mechanicsville,V,33.73538,-84.39976,
AGG ASSAULT,191790503,06/28/2019,200 AUBURN AVE NE,510,Downtown,M,33.75555,-84.38225,
AGG ASSAULT,191792075,06/28/2019,602 N HIGHLAND AVE,602,Poncey-Highland,N,33.77082,-84.35274,
BURGLARY-NONRES,191790424,06/28/2019,2324A CASCADE RD SW,409,Adams Park,R,33.72186,-84.46462,
BURGLARY-NONRES,191790761,06/28/2019,1323 METROPOLITAN PKWY SW,301,Capitol View,X,33.71866,-84.40821,
BURGLARY-RESIDENCE,191790887,06/28/2019,1123 AVON AVE SW,403,Oakland City,S,33.72252,-84.42478,
BURGLARY-RESIDENCE,191791462,06/28/2019,431 PARKWAY DR NE,603,Old Fourth Ward,M,33.76612,-84.37329,
BURGLARY-RESIDENCE,191792368,06/28/2019,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
BURGLARY-RESIDENCE,191790414,06/28/2019,2475 RIVERS RD NW,206,Peachtree Heights West,B,33.82211,-84.39065,
BURGLARY-RESIDENCE,191781895,06/27/2019,997 ASHBY GRV SW,104,Ashview Heights,T,33.75017,-84.42038,
BURGLARY-RESIDENCE,191780801,06/27/2019,1128 CORDOVA ST SW,402,Oakland City,S,33.72659,-84.42477,
BURGLARY-RESIDENCE,191781030,06/27/2019,1774 LAURELWOOD DR SW,409,Adams Park,R,33.70679,-84.46694,
BURGLARY-RESIDENCE,191781455,06/27/2019,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75431,-84.4793,
BURGLARY-RESIDENCE,191781664,06/27/2019,763 CRESTWELL CIR SW,407,Mays,H,33.74494,-84.50444,
BURGLARY-RESIDENCE,191781846,06/27/2019,221 DODD AVE SW,303,Mechanicsville,V,33.7334,-84.39513,
BURGLARY-RESIDENCE,191782356,06/27/2019,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8227,-84.37056,
BURGLARY-NONRES,191780311,06/27/2019,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737,
AGG ASSAULT,191780690,06/27/2019,3240 KINGSTON RD NW,112,Collier Heights,I,33.77941,-84.49363,
AGG ASSAULT,191781400,06/27/2019,416 RAWSON ST SW,303,Mechanicsville,V,33.743,-84.40083,
AGG ASSAULT,191782194,06/27/2019,3359 PARC LN SW,409,Southwest,R,33.69851,-84.497,
AGG ASSAULT,191782409,06/27/2019,1116 IRA ST SW,302,Pittsburgh,V,33.72443,-84.39982,
AGG ASSAULT,191780219,06/27/2019,325 STEPHENS ST SW,303,Mechanicsville,V,33.73448,-84.39874,
AGG ASSAULT,191780271,06/27/2019,633 PARKWAY DR NE,603,Old Fourth Ward,M,33.77189,-84.3725,
AGG ASSAULT,191781015,06/27/2019,1974 SYLVAN RD SW,306,Sylvan Hills,X,33.70008,-84.41803,
AGG ASSAULT,191782418,06/27/2019,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,
ROBBERY-PEDESTRIAN,191780168,06/27/2019,3534 MARTIN L KING JR DR SW,407,Adamsville,H,33.75771,-84.50344,
ROBBERY-PEDESTRIAN,191780302,06/27/2019,1192 PRYOR ST SW,304,Peoplestown,V,33.72287,-84.3928,
ROBBERY-PEDESTRIAN,191780307,06/27/2019,1321 HIGH POINT AVE,305,High Point,Y,33.7185,-84.39341,
ROBBERY-PEDESTRIAN,191781562,06/27/2019,1959 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.7008,-84.41018,
ROBBERY-PEDESTRIAN,191782049,06/27/2019,1825 WILLIS MILL RD SW,410,Southwest,R,33.70491,-84.46584,
HOMICIDE,191770448,06/27/2019,1201 W PEACHTREE ST NE,502,Midtown,E,33.78713,-84.38746,
AUTO THEFT,191780328,06/27/2019,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80622,-84.36626,
AUTO THEFT,191780695,06/27/2019,2550 FAIRBURN RD SW,413,Fairburn Tell,P,33.68416,-84.51184,
AUTO THEFT,191780950,06/27/2019,1170 HOWELL MILL RD NW,501,Home Park,E,33.7858,-84.41208,
AUTO THEFT,191781189,06/27/2019,4314 ROSWELL RD NE,209,East Chastain Park,B,33.87312,-84.38156,
AUTO THEFT,191782412,06/27/2019,1093 WEST AVE SW,302,Pittsburgh,V,33.72494,-84.39593,
AUTO THEFT,191782447,06/27/2019,1775 HOWELL MILL RD NW,204,Berkeley Park,D,33.8027,-84.41434,
LARCENY-NON VEHICLE,191780784,06/27/2019,702 GRANT TER SE,605,Grant Park,W,33.73541,-84.37965,
LARCENY-NON VEHICLE,191780995,06/27/2019,2477 METROPOLITAN PKWY SW,309,Perkerson,X,33.68711,-84.40862,
LARCENY-NON VEHICLE,191781039,06/27/2019,2000 COMPTON DR SE,307,Lakewood Heights,Y,33.69945,-84.38244,
LARCENY-NON VEHICLE,191781062,06/27/2019,121 PEYTON PL SW,405,Harland Terrace,I,33.75179,-84.47766,
LARCENY-NON VEHICLE,191781224,06/27/2019,742 FAIRBURN RD NW,114,Fairburn Heights,H,33.77551,-84.5005,
LARCENY-NON VEHICLE,191781676,06/27/2019,2034 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69873,-84.40798,
LARCENY-NON VEHICLE,191781875,06/27/2019,1411 S GORDON ST SW,404,Westview,T,33.73984,-84.43425,
LARCENY-NON VEHICLE,191780441,06/27/2019,377 CENTENNIAL OLYMPIC P DR NW,504,Downtown,M,33.76483,-84.39165,
LARCENY-NON VEHICLE,191781119,06/27/2019,3344 PEACHTREE RD NE,208,North Buckhead,B,33.84652,-84.36834,
LARCENY-NON VEHICLE,191781737,06/27/2019,895 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7398,-84.41751,
LARCENY-FROM VEHICLE,191781730,06/27/2019,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
